AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,OLLL,OLLR,OLQVL,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMER,RMEV,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR
242.5020711,238.3020075,293.2046187,213.0318955,3.31875472,4.930414302,89.72046259,73.51759006,79.46149908,83.18499625,48.49287918,32.46662079,37.20940192,12.34023302,4.930414302,7.852433908,115.2350794,144.3858475,20.79273226,41.68867631,3.040027648,17.07473225,9.279265626,3.977631941,137.8121675,26.18232354,91.49108963,28.61807697,40.74588286
255.656614,227.9112274,272.2499958,215.9791715,3.050123168,8.66651844,74.25743597,65.32877898,83.33101902,88.55204204,55.77480978,31.48204903,45.53517232,16.82220775,8.66651844,8.243055616,123.2798064,127.4081243,18.04457985,50.07649212,2.981564578,21.14279726,16.97330966,10.84707016,138.6750908,22.5090361,79.17175447,28.37015597,40.88926125
251.2293576,230.1987673,276.286008,205.3337429,2.833410632,4.700745514,76.89643057,58.82497894,86.45516676,102.332027,53.87103946,22.10260375,44.8534587,14.67725002,4.700745514,5.26292872,92.92049388,118.5936819,24.29513298,55.75131689,7.02957194,18.08127862,11.30802558,7.29304633,136.5639944,17.39735076,74.59162857,25.67022412,36.29066587
243.4339282,241.5462967,264.0756734,198.4917177,2.330193104,7.685883954,87.78189109,68.17850518,72.21140639,108.2858823,46.67052356,31.45429097,39.79408258,19.70024241,7.685883954,8.156306468,102.852552,124.5001835,22.5649487,63.04093367,9.745613319,17.7458809,9.091932992,1.304983788,144.8658978,18.11076246,85.93706497,22.95401433,39.48453362
247.3004413,232.4985159,259.4464659,201.3841785,2.487925674,8.697143339,80.13092512,64.4707396,81.4718234,101.2828967,44.48468855,31.9919127,39.94372969,12.21220246,8.697143339,5.573705535,91.76243198,130.6008811,14.22990803,65.63923441,7.191431185,15.04982907,9.426619908,0,141.5255761,18.2275673,66.96457478,22.4979237,38.74866192
249.4608264,226.8469309,248.6605023,214.7037445,11.84409083,14.11024862,72.60984856,70.98053435,85.4029154,119.9353041,64.9584372,28.94293401,41.35200979,22.02477197,14.11024862,13.13555159,102.4585319,130.2327607,17.05373331,54.87521633,7.463821755,17.91353749,15.80828545,8.901112278,127.8909287,15.06128195,72.25693455,30.09792424,35.75874648
230.5589301,210.2035798,261.289299,183.5950729,0.724831173,8.640523646,74.50426874,64.87274395,91.14316729,115.3495216,61.47638633,21.06702271,45.81304462,12.49226864,8.640523646,4.204275429,106.421502,112.8414887,22.05574855,49.48814357,6.79295909,9.967858884,6.906341241,12.19415464,65.88987168,26.30995402,61.72300844,26.73183423,25.64320877
258.2677717,225.1395975,273.9925319,199.9344497,2.861209277,3.180134116,79.10398443,69.93893122,72.55430207,116.0093404,53.18695117,22.51492954,54.22726936,10.63450372,3.180134116,4.60318862,106.919472,129.0445865,47.23341501,51.06053524,8.35334802,15.70260779,11.2836312,23.05649445,38.89720342,35.34708921,62.17817932,28.85892729,35.32855075
250.8573475,200.262436,265.8397726,176.0728392,2.421878364,16.72306516,83.51669555,65.29679148,64.01622059,122.174755,30.33798142,19.86590124,55.36166907,10.1323075,16.72306516,8.532829332,98.39824869,90.36805241,109.3057276,45.20170004,11.3582306,28.99669157,12.21446276,47.8047032,25.3843617,34.88029301,53.49015694,31.10929963,24.69506132
221.1237616,196.3592161,222.8297994,153.5912862,3.199702272,14.15737123,62.19034957,55.06230484,58.60615843,118.5969425,57.95109088,20.97521453,52.45076804,12.58282237,14.15737123,11.1972545,89.61113631,76.58604827,163.0637806,36.15408683,18.444274,55.89581793,13.36688146,88.82934855,18.40751969,32.90924343,44.46337267,39.65754743,22.63845017
216.1525383,158.9743138,209.421161,129.6018515,4.199391808,36.23836452,59.6003213,57.05110215,66.34070942,108.4766436,50.01608982,26.06262687,54.95163013,24.96104488,36.23836452,9.235805487,74.31256028,68.96925436,198.1213925,39.88848565,24.69733584,85.21525246,16.93878406,106.517447,12.95137418,27.45782065,47.46611324,36.85060993,22.98598941
185.7605331,135.7341012,177.3563219,108.0392352,6.226745598,32.79427156,61.03747799,42.13626135,93.47782627,143.8587211,45.38313332,29.13102736,47.57715224,40.8824709,32.79427156,6.623334262,62.92527931,50.79890294,193.6023399,32.40508862,32.95171846,116.2740936,19.53154845,139.4864675,18.96544214,26.19523883,40.52296529,30.56891553,22.62552611
183.8979827,141.127266,152.8876201,97.40917288,7.222244074,45.26832269,56.03371793,40.38641402,116.6079591,126.7971952,42.82015292,17.88530514,44.12430048,41.95410257,45.26832269,7.279343445,61.23135272,41.3073548,173.8801457,31.89030367,39.08330531,141.0364049,22.54095116,138.6285735,16.41979682,21.11939365,37.44578063,26.58410272,20.81740916
166.4569893,113.1897386,133.8946521,74.86006653,12.32714551,91.46124517,50.23822728,34.52020604,115.8125123,99.97383968,35.06494139,21.89538757,44.56225762,67.81031771,91.46124517,13.45836618,47.83151831,40.17762034,157.3698246,31.41668877,55.64785218,162.2016248,28.73199033,151.7221207,14.59197452,21.63108429,34.73710961,20.87237164,21.19790591
135.7187408,103.3008374,109.2354394,62.22909865,20.0622731,138.7650439,44.28794899,29.40046118,95.85392025,77.47775522,46.36879483,27.23603865,42.94879149,136.678928,138.7650439,8.477119889,48.36402763,33.06927933,156.5454475,35.25601134,55.07527874,160.7644613,41.44297433,173.7533338,40.71781021,16.90128002,26.89992482,20.93889688,14.71381081
97.00271588,86.25258277,93.41385754,53.1451429,31.49587685,189.5139851,39.27526764,27.01001197,109.4093806,48.25403002,42.3090727,26.41622838,26.96510342,194.4420397,189.5139851,9.86655545,32.52313015,27.90305272,122.3287795,33.97312978,62.09408946,153.9152454,43.49106538,115.6259215,65.13138522,13.88994614,25.95397358,20.2444923,15.51280791
80.54812668,80.37928681,76.1426154,47.79669919,48.46561108,220.5041104,34.70444396,19.49662715,97.11601865,34.2629239,27.53912853,23.45474652,22.00468999,246.3341973,220.5041104,12.77365431,32.58103055,20.7015392,93.57959221,42.24148803,70.33161096,163.0010412,51.78789646,74.48640782,112.6835215,18.85098558,24.47118597,18.56801973,11.04557788
58.32267107,75.56096436,62.80300029,42.35436631,48.87465406,228.7496568,31.40469488,20.23475712,103.022279,41.38518934,47.43103025,19.94580218,14.83198765,281.9416347,228.7496568,22.75076709,27.2199584,15.78783557,63.52463086,51.08306858,69.37765252,156.9588816,62.66713057,72.10641672,157.4978309,14.1885579,21.25863142,17.92568142,3.874945837
60.65797288,62.91675534,58.96045784,38.28445852,60.98116963,244.6657949,28.91547602,13.14356827,113.4504146,58.45895093,33.5211683,11.72309281,18.90914803,296.24508,244.6657949,23.13155892,27.02171839,11.08196774,52.39598614,67.89905037,80.85416502,142.3541325,65.26273387,48.90565727,178.4883856,13.65515088,9.7276027,17.82952682,9.259499084
46.02060302,60.62409294,50.30825959,36.2942453,79.88165992,269.3866748,28.91383353,16.13651093,112.0655731,88.01058369,27.45297868,21.17355441,17.39400856,302.6448771,269.3866748,30.74317721,23.02040789,18.94715501,45.13212171,108.1652333,83.7810124,135.7162846,74.90305198,36.4724891,211.4100398,10.16562055,22.57090487,16.81030076,9.790669284
42.88625082,56.14712793,40.95714164,30.08449031,96.15297768,225.0997057,23.04013522,8.637822812,104.8493656,84.01099567,23.78973631,15.83038379,13.43760494,281.2973658,225.0997057,27.9980588,16.52586061,11.16147176,63.501439,121.1941697,80.65084521,152.0073617,74.58693473,57.89964106,161.1315173,12.7709134,13.1614224,10.33180733,6.824835721
40.82225275,42.14359477,46.85596936,20.23404756,116.45621,239.829013,18.94243055,5.381842159,90.41555154,73.81871237,26.62265122,20.48707089,13.73134306,287.7638714,239.829013,27.07912048,13.29263524,14.34453095,88.95495061,133.5759254,83.76217259,158.0109045,79.82626586,85.69854638,154.8955383,6.615987374,11.66664134,12.43937013,10.05143691
36.84549604,30.70024273,35.01927439,20.00590579,130.8966761,230.7513551,17.08348877,9.169845935,84.21286952,89.09881933,21.64904768,15.66513113,17.45767802,299.4385213,230.7513551,29.73372851,19.61746775,11.07716897,111.6520679,123.9624356,89.35162723,160.6060227,78.12070301,108.6969255,96.57936768,7.179681996,12.70229126,9.348154491,2.896016321
42.86385637,23.13189154,31.78794912,17.2579196,150.2100128,221.332441,14.52635831,11.14626636,92.78981817,116.3862123,30.20480559,24.21084327,24.9532536,289.833589,221.332441,41.61259307,23.31831465,9.54627321,106.0567093,112.8204518,100.3433256,168.4623834,85.72194867,111.1715953,68.1881305,6.609116443,9.825379043,12.61855622,3.399335165
34.2919409,25.97152169,19.35197326,12.69811667,148.612353,202.0823024,15.03805735,7.079693598,97.43496998,94.53032917,41.96760585,10.22639732,21.37129192,245.3204669,202.0823024,30.21138208,10.68131751,6.992092604,115.3589825,92.41294896,107.3563649,156.9051679,89.35636133,170.7155672,52.35627057,6.750430469,3.48979359,21.93936307,6.778230932
38.04399334,24.0886983,23.42263291,12.61658758,153.8932063,199.652295,15.24594465,9.243112974,86.57606429,104.5502962,43.68866221,21.79211038,22.28635463,237.0322564,199.652295,34.7889751,16.4063309,14.88720451,142.8880642,83.93890051,106.4369388,168.9375507,106.0814055,186.1500153,51.79329534,5.458804779,8.522223711,26.5870003,4.537560333
49.42009915,22.6524083,21.86198937,10.03450301,157.6256072,201.726428,11.59176929,11.72575904,77.05496417,98.61909231,41.41931123,21.09515004,23.02281866,256.0596791,201.726428,34.81641184,17.50054221,15.88396149,155.1514684,72.19770669,111.3708837,176.2970387,104.199172,197.7086633,57.60078302,14.95647279,5.429517093,33.87839191,8.981492171
43.59871696,18.34265663,21.67639588,8.751798684,152.7025828,173.5835286,10.54241869,8.473210677,71.27103917,88.85914814,30.28881276,22.57126336,25.70212214,235.8083233,173.5835286,35.27747902,7.748343908,12.58885758,165.1382488,71.5792465,117.7790925,168.1813541,94.9342506,187.5595979,50.34593418,18.8638826,4.578003304,30.91428035,9.71086527
47.0649998,21.63299436,17.01414301,9.23747983,156.9844929,163.2043604,15.48482959,2.391866825,77.61243333,89.92148322,34.82084692,20.85215694,25.77283325,198.7015894,163.2043604,36.36493755,11.9467056,9.771990992,163.2548087,66.87301578,125.2724732,165.3144441,93.9594656,195.6539776,54.73303479,14.97107237,1.610682926,35.92520536,0
52.48392337,22.2930297,21.40505957,10.38907506,153.3638962,180.9028658,16.03140547,13.7573985,89.34457287,65.88579661,37.56982255,25.3039521,33.55456166,199.609275,180.9028658,33.46749456,14.26955407,10.78181722,171.9325547,76.20144307,132.7435004,172.7891522,99.91855956,194.6931921,58.43973094,18.46066999,9.749198492,40.52447698,8.60458069
38.1216836,13.71615977,15.87115951,11.39270413,165.2972221,216.3110337,5.944082831,5.607864375,73.3142782,62.48935252,22.46048482,12.4731451,25.79728793,252.9295036,216.3110337,34.27865746,8.535213316,10.24890162,153.8167287,76.9516425,137.9069392,168.7220345,97.02793437,153.731447,67.3108895,10.1622077,6.135577949,29.81117955,12.20735038
37.31134952,14.80215475,19.50253077,3.633735431,171.7302157,225.3699623,7.688275165,7.389049348,80.02804846,48.20498798,24.55292917,14.16809678,21.67534769,301.1687981,225.3699623,37.82261905,5.746240482,7.428569676,100.2990908,76.20151481,121.0974961,148.1989358,95.55737033,97.74032689,86.00832972,14.55819859,2.421910188,27.78272655,3.707773989
36.5672382,7.14770251,9.263351533,5.168243846,191.3543253,253.2018918,3.938370433,7.427593711,79.20366304,48.38493965,16.42911773,11.53883354,18.24646749,311.7387429,253.2018918,49.22904069,3.196728687,5.948813834,67.69975253,56.64338011,123.789536,126.2130183,103.1165486,66.79149833,102.5854127,7.994002696,3.796036726,19.3013762,4.605056955
28.94754325,6.965296679,9.802195134,6.084337924,202.8776729,221.8834103,4.746872311,9.487166409,82.32623627,60.01479213,10.55174428,11.51480232,8.351592576,314.4608076,221.8834103,57.13353971,6.796059493,4.722462352,57.32287721,63.27779107,122.1745673,122.044442,105.2846511,44.5721447,136.3205711,11.0982623,5.46583732,16.76116129,6.267203752
28.52947489,6.21152267,2.431919095,13.980808,204.8850227,217.7930595,3.549432806,7.993356195,67.14426874,83.39533316,29.78208766,13.62369965,12.94017339,294.1663861,217.7930595,77.26615797,9.089664935,7.765532601,41.47279981,85.15918333,138.4236939,113.6767599,121.7335595,49.62347266,164.6381645,12.87680893,2.956689206,22.38566167,7.57282508
30.49583234,7.152559003,3.438156159,7.728059363,198.5926062,203.9582765,2.498203879,8.721171173,73.37110113,68.95678322,24.49282672,10.45169694,7.304872107,285.9009645,203.9582765,77.27512442,7.79647186,2.319261964,40.56040857,93.96386807,132.3614455,120.1126031,117.7067728,37.72010135,171.2959494,7.553901684,0.839502347,21.35345496,10.80949267
22.11201811,5.901836971,0,7.241541368,193.8277795,190.5260767,13.06488451,7.402080723,71.78509907,64.17401923,25.81103191,7.94020532,7.983902104,277.3581748,190.5260767,85.91482526,0.404276686,4.459906707,31.27205732,123.9088118,139.5526206,121.2974241,111.1646838,30.97386526,184.8679452,10.46768307,0,19.65772281,14.48873676
20.7257483,6.25254957,3.196297342,7.938471555,199.5596907,205.5887011,5.475589538,7.529866252,74.54403963,70.03018555,30.25451398,8.470208109,2.92725816,246.6521587,205.5887011,86.06319263,10.12736496,5.676212026,31.47213859,161.5968969,144.4621454,119.4649781,121.5054501,28.39314162,213.8090787,11.76051656,3.742424307,22.3619604,17.86480589
20.63660121,7.656337901,5.061322823,10.42010259,191.2131349,164.0508204,1.283564399,8.097810443,66.13501111,76.62324427,25.57744318,10.69729146,7.260571796,239.8299553,164.0508204,93.81753576,4.538246862,4.697831472,23.99307961,185.9640416,139.0072112,115.5573146,112.7033103,19.81932331,195.4558557,11.22937125,6.283282319,18.41543493,14.73904514
27.73065323,11.09726025,2.316481612,4.722130506,179.7757644,99.69143148,5.624402778,9.212116153,74.14032908,75.58386616,28.45931146,6.992804988,9.680616765,189.7349485,99.69143148,67.60522743,6.854035969,2.65748361,33.36406587,169.3084116,125.1957989,98.3453664,112.0495029,12.89049623,155.5679308,4.21273815,2.83741009,19.03977088,19.35808394
27.16230435,21.59560458,7.369212059,7.176536303,148.2073965,73.78953597,5.135671572,9.942583293,45.78489766,94.59714575,29.67792426,13.06318663,11.10782568,112.1977394,73.78953597,60.03329556,5.6359149,16.43267552,37.51686286,148.2596797,128.4396211,88.66604018,92.67037207,25.59108173,100.0833098,18.59699851,9.148446205,31.70959772,33.16691506
26.76461767,28.21028598,28.23064824,40.51720997,129.4675417,37.96036687,0,19.82788618,16.7140128,50.49195935,23.70348169,10.44192914,6.767068765,56.68779912,37.96036687,32.56698784,13.89152801,27.25043611,28.24387257,105.8023029,111.8383953,62.16626312,77.84957257,25.60436618,63.37657004,19.10593376,12.299988,41.09704832,31.51172697
28.72570322,51.67630555,102.3581413,97.64213723,106.5832367,32.68018445,9.513578642,33.67421802,4.598244891,12.09474475,17.93171017,1.50305109,9.566266477,33.09282015,32.68018445,34.08084617,22.08701822,35.11254029,19.74804069,86.70336717,97.39364528,53.03655112,69.87218488,19.67334873,49.39713077,21.42173913,12.38158608,43.92257656,32.18849713
44.70698553,70.20359435,202.7287322,152.4265581,98.58068929,27.57122829,12.08691537,39.53799698,0,8.055516275,26.76583715,9.679425188,11.79528718,25.13591514,27.57122829,27.3332983,38.45378085,52.14675822,20.7100095,75.29786303,86.49699881,38.95216474,59.95071656,19.73960243,36.95156606,33.71538154,20.59472021,47.79892987,34.66580983
51.25716448,99.48530959,277.0967508,212.1490874,81.9948353,20.15992989,19.36406402,50.38761189,0.244327291,0.211420426,17.52003348,11.07711496,10.94335228,12.15681185,20.15992989,19.32736847,51.86412874,63.97295145,17.67401235,67.06428481,63.73785468,23.80230677,44.88562589,14.69088251,26.97636344,29.90225457,24.77451269,63.20629985,32.86755865
65.52543896,144.2640562,325.6947053,245.9015862,78.75418829,14.66389735,20.3216233,58.77828445,2.085259848,0,22.38986598,3.744238803,16.4855817,9.766192244,14.66389735,16.92682658,64.83317165,75.28835451,11.23622877,56.32884383,57.80089737,22.5771348,45.51733938,14.62345614,27.17104957,38.38549882,22.43136728,61.17543175,39.79241542
102.1834493,190.350999,346.1941604,253.271402,67.64122586,15.36780297,29.71367354,72.04318798,7.255753557,3.671631706,22.64779909,9.332436039,15.70441297,8.570430032,15.36780297,15.77795373,73.03755509,79.6940304,11.5259624,53.88316175,44.39776458,17.60854102,36.77794085,9.90781983,19.10837413,37.41562074,26.63319994,58.0991895,33.36157903
131.6105304,219.9634804,359.7552669,260.0528088,55.1840192,9.160876711,32.34213561,75.58021549,13.84315279,17.40817976,22.64282673,15.85613058,13.43366649,6.394684425,9.160876711,11.38871557,81.24775326,90.61751307,15.68887246,60.63619414,39.99617815,18.23611154,30.75398096,11.09158262,21.50902084,47.97060664,28.92940102,61.03093517,44.42993858
178.1578763,243.4270694,395.7221996,279.8039909,52.37554121,14.76844985,35.34823008,82.27461486,22.76675217,19.09410682,27.49770566,20.3106113,19.87273439,8.380574401,14.76844985,17.64798564,85.56799318,91.77988196,11.44071332,59.21561097,35.40957421,7.961782646,27.67778987,8.070000364,21.26925857,43.71423739,29.81429517,59.62409434,50.60153183
229.5805588,235.726756,389.333119,288.6201447,43.71957105,9.575361451,34.32722701,87.12628358,28.91435088,18.78509484,30.02704158,17.83150215,29.91224311,7.390437256,9.575361451,14.77800017,95.30166718,85.9761074,2.946203824,51.39617832,32.38544627,7.627322988,22.74745525,11.84563951,15.72505002,53.54887533,31.05460449,50.70594941,45.12818082
256.6890618,238.4567503,393.1117943,280.5622767,46.18400039,12.37242296,36.07937146,91.19257928,34.47497869,26.05799626,27.82556534,15.70658504,36.75183767,9.368383267,12.37242296,16.96963366,101.7522127,89.38024974,9.94603908,47.77586519,27.48923586,9.98505678,21.86299571,8.708198919,11.94864391,57.61870697,38.66820505,53.82792005,48.22280433
252.6348365,223.0715527,354.2224436,262.4438575,39.91431147,8.596863422,44.16543592,85.6805684,26.81137025,29.33483899,23.69048959,14.68400859,38.1076418,5.657198757,8.596863422,10.45322755,103.1070993,88.43572437,1.205090554,48.2088362,25.38427976,9.114920828,19.36456833,6.483988258,5.794083758,51.83823021,32.84566736,44.80127702,38.91117091
273.4935361,228.618285,384.9705735,265.4351339,36.38544181,5.208528885,45.64125574,83.55728513,37.38868287,39.15309105,35.22875277,14.90763542,36.15230471,9.565268418,5.208528885,9.052324448,108.1199627,82.48152479,4.82162512,51.87664237,22.24122576,8.123248473,16.52348143,2.83094239,3.727327045,51.57755616,38.91794199,46.04971829,33.45009624
278.1095507,235.4882999,357.094613,250.5957455,29.69577235,7.58024141,46.56765382,85.36919918,25.24374341,37.35181014,27.4483082,16.82988002,45.04656391,8.1878285,7.58024141,12.27470819,118.2498746,85.13289852,8.271328147,51.53415909,26.08644867,9.562945959,14.15233425,1.753676403,8.786469056,45.60158179,40.66874286,38.45967129,35.48053986
270.2308092,235.4250142,328.9012026,267.657978,28.54065957,8.079125427,42.58093229,80.71633976,32.17191895,42.22395582,49.80183991,20.96282135,55.48423152,12.3369552,8.079125427,21.2606462,133.4287877,87.1958032,6.727430011,53.05358774,28.67037828,9.575518696,18.37009314,16.41405819,7.00611403,44.55397374,46.78699396,45.26739072,33.1340085
269.0012371,234.4677308,312.3380786,246.9652118,28.45361747,11.58675044,40.73554823,84.53102446,35.5994887,37.94490469,45.21380701,28.28427144,54.6485917,12.8241134,11.58675044,17.31112922,130.0986542,87.3956344,7.292772766,57.02224719,23.85118633,5.432918381,15.81910412,12.05576074,8.340256748,42.66721775,46.39011073,41.35726491,35.92410951
272.8383384,224.7602441,304.8733372,238.3332822,27.90606884,10.79338374,42.2529592,77.85850976,33.85907258,45.76830667,52.00506998,30.81358424,56.70653155,13.1566834,10.79338374,16.66010051,127.7978937,86.30629736,4.049492842,62.69948727,25.13967516,5.121306102,14.16081347,12.27708382,13.45924538,37.21408679,51.5255078,41.20445408,23.24012977
257.1769296,227.8697444,297.3832166,248.2916893,24.78411034,5.406192556,40.9157495,78.10727247,41.76635875,50.31749631,47.45664857,21.2537853,52.16613503,12.52268185,5.406192556,9.166708562,129.3410043,90.07474963,4.376441896,60.04072365,21.0629158,5.986370001,13.93545563,5.640074759,13.06806775,36.46376671,48.27890952,35.46740076,29.82729563
264.7982121,218.2842236,301.5052162,241.9368401,27.52715771,10.86955831,55.50986607,86.20790555,45.20561282,52.67140532,49.00176642,28.24328624,43.56860061,16.20402489,10.86955831,17.53761138,123.0736304,97.21732168,10.76005688,51.61348519,11.72663428,6.699841871,19.68021903,8.712903608,9.407889424,24.82720673,56.7500481,31.7183748,33.8338598
253.8438624,227.0174097,322.1475424,243.7879287,21.4958805,12.37236167,53.15436154,89.42051659,44.52100255,49.64527595,48.85033637,30.32476904,54.00336785,13.59439213,12.37236167,16.70367181,126.4722932,87.55510631,9.595458478,61.33415886,19.0036984,5.480227969,14.01647472,8.482246987,16.48347488,45.11037694,53.92399777,32.47142906,28.23622742
248.8033561,207.0894445,316.1787781,236.8863664,23.52410121,11.88330685,49.80999604,80.37052076,43.12684888,46.33578468,51.13428626,25.51353668,48.03337208,12.21051775,11.88330685,11.05667361,115.453318,83.19550667,8.911519549,69.55317953,18.40936453,3.264358611,13.90647354,7.096350325,22.19916124,30.87049389,47.43407691,28.46713214,33.36246523
232.4621332,216.1766648,286.7571665,212.9448946,26.09226195,10.19917213,54.02610942,80.51953669,45.23550669,53.86453426,47.05555362,25.72292567,46.51527485,13.05167219,10.19917213,9.65152861,113.7132838,81.65705025,5.138224073,64.85945333,12.45310434,0,12.68169323,3.414869645,23.831258,28.7652097,50.65564203,26.62945407,21.55336102
233.626346,231.4650091,283.0196916,219.0682394,17.13231635,8.320393699,45.58847238,82.3322592,54.52283657,69.29931544,46.19160959,37.42595944,44.23435343,10.52196593,8.320393699,9.836920105,117.3213814,108.141913,0,76.19834163,16.43514294,7.984894459,6.806588102,5.4315947,30.54221384,27.45595148,62.75015906,30.29979995,34.07047662
252.3772924,218.0403234,279.968377,218.5307573,23.00656979,6.296733889,54.56259278,71.12024129,49.54290535,68.12951149,40.14047653,30.88282422,48.10060306,8.388670867,6.296733889,5.00318877,120.0131702,113.0618494,7.682771683,67.72003874,12.06244502,5.474973991,7.693542074,7.251744939,19.43622228,30.78587188,54.44172869,29.5794725,34.09232335
246.0269545,215.7826555,298.3559942,203.2312582,16.5900935,10.51272328,59.67633462,66.28236929,61.01088334,69.21847425,47.9571287,27.71254855,46.84257908,5.972508487,10.51272328,8.355554465,116.3806574,98.20864222,11.53359209,65.19449941,13.84905393,4.274517214,12.43504119,8.066807679,22.92909595,49.78716757,51.28139024,30.15375757,29.41479277
256.5738035,220.0013759,300.25416,200.5471473,22.13587603,13.13789109,62.2117922,82.11618221,56.29098488,65.77198437,40.76250789,20.56177863,53.65101711,8.551313353,13.13789109,0,110.4553832,81.93028728,14.55129991,60.1076077,15.52797837,8.841126399,12.19702818,15.38140359,20.92401329,52.99623946,51.1864124,28.70434865,36.73145941
255.7382169,215.6573366,286.156248,188.708378,19.92470985,10.93362453,62.64941508,69.24115026,61.8672816,68.21957061,33.9567685,21.24565276,48.86082754,8.098200908,10.93362453,7.669431995,113.0104998,70.80700818,33.24507935,56.32795383,16.50616374,12.2322034,11.63490003,37.20721158,10.08990517,47.04489039,46.16304198,28.78469013,29.62995923
229.0928613,202.5483309,283.6197548,172.9812955,12.04967223,10.57023154,51.71372003,66.75120453,59.95883011,70.54419999,45.67270427,21.77896093,39.4652449,8.457949301,10.57023154,9.447055306,104.9059026,65.7391594,48.27788702,56.92398986,12.30227516,22.53780331,5.299391826,71.84744208,6.756677813,42.23299774,36.54177142,23.3569658,28.64238167
209.7301979,178.6089594,258.5464482,150.7383787,15.14584297,10.29283408,50.27133324,62.97639901,36.34748186,73.04612962,38.94142166,20.36285421,34.5333501,8.74392943,10.29283408,11.15154592,105.0518221,46.80610358,81.48943051,41.64904698,19.33302235,34.07353315,7.92701068,105.3468312,0,32.10745236,31.17039824,27.73443506,20.98786682
206.6448218,162.7311226,223.3469679,139.8864058,12.51641856,13.21228939,46.52808824,54.25008956,44.54755538,91.49479791,39.97764283,20.81071179,40.71945501,11.50231884,13.21228939,9.500623504,86.69453883,46.38145643,115.3228072,38.53798389,26.27581199,61.82133888,10.57853773,125.7748679,10.38636536,31.36906749,35.98092953,25.25020305,16.70001
197.0972491,144.3281368,204.9264642,116.4165146,16.12942735,21.06615218,47.48753177,48.48524888,58.7949595,92.02707715,40.1491119,20.10596215,24.90226633,11.7656609,21.06615218,8.581864127,79.58926258,35.72361907,122.4097909,33.39091309,24.83115756,89.17546706,11.1516125,126.0726423,7.775853755,26.27984457,29.77233185,17.9572722,24.64752909
183.8188005,147.0700008,180.5752433,97.10897613,16.55591751,18.71534503,47.93017676,40.90021269,63.12241886,103.9966671,38.3811287,27.35354717,29.53151115,20.63784879,18.71534503,13.62669952,69.84531223,29.71152759,132.8298671,31.88922424,28.71779376,104.9911375,13.73072975,143.2174608,13.91103935,27.80981944,30.79140921,16.81122173,18.6694285
179.4865913,154.5335717,164.4084747,101.3601828,15.15055514,18.97689983,37.58252256,33.59106909,70.16747716,87.53247828,35.36222504,24.92197322,35.27065096,17.03913296,18.97689983,8.575502899,65.71275935,27.91473842,142.3993765,31.95404038,45.4205396,118.2827812,13.3937628,146.9072431,14.7992466,29.38792434,23.93886586,17.39346644,15.61164912
185.5068893,155.4317234,177.4124769,112.9208242,9.37143821,11.17078732,20.98506105,37.23471023,53.011994,51.04204962,31.47105195,21.66782276,30.2241749,2.025864759,11.17078732,2.17660471,65.69737861,22.44198707,114.8814473,28.5591851,43.20225084,88.07340672,0,101.9040468,18.93361774,25.10448843,24.40261902,14.31296234,16.71680607
212.0134574,181.9701707,194.5253639,148.7007963,15.66349522,17.80199564,43.81592412,44.71520751,46.41497851,30.54781866,48.1198661,17.59610522,34.09508289,11.2036585,17.80199564,8.200409627,78.74199576,31.89666709,65.96086104,35.87713385,40.67759142,74.18295762,13.84166152,92.30815711,28.07911656,34.44211368,29.85642103,20.64367671,19.25753263
231.2416746,203.1411868,236.0859213,166.323464,16.673476,15.01304811,45.57612229,52.49465979,46.72048606,38.19812703,49.04039213,27.49656985,48.11345395,13.30588506,15.01304811,8.314866485,84.06356812,40.91326605,50.65171934,44.0084477,40.13972514,66.88864012,9.7305618,66.78693716,38.28287281,37.47083417,38.88640441,23.1599587,27.87451138
231.9061999,208.6459338,257.4419753,181.3294649,17.97631638,10.13798437,50.05427734,53.59827399,46.98489299,31.08505287,47.2718954,26.28560908,49.34674584,13.5662415,10.13798437,12.84067116,96.62996298,34.52616477,33.9311217,63.36325734,32.06344558,60.78824388,12.18109983,52.04892274,35.78694244,39.12722128,40.60642614,18.43120827,22.27790161
238.7373106,213.1205548,268.4077431,180.2224628,16.10626261,9.293352358,71.96855984,62.6958359,39.75054735,27.7497011,42.73249397,24.42297418,44.77454444,9.803813349,9.293352358,7.621955869,91.83660795,45.81556464,32.04800527,67.97139361,27.08535376,54.05201555,11.13441565,36.35847158,48.04957438,38.86719959,37.76164863,15.17061536,31.29782285
199.4282783,193.0976036,251.3578114,184.8934072,12.27176122,11.19835548,46.92919703,64.27767047,42.45061851,30.59155118,55.25477209,23.77924774,42.89393022,13.63550025,11.19835548,15.24028352,82.50780235,46.40311336,17.9505578,73.26785185,24.08345157,43.20963945,6.38318957,37.66272608,64.35912179,26.00045225,36.67789171,20.35954954,30.13120405
206.5409648,192.0132143,261.7797444,174.1535955,16.55515886,18.06795802,51.90263643,57.09677256,44.99783446,49.77079172,57.41208084,31.54374656,42.42931832,11.83182932,18.06795802,15.4297437,88.00114997,56.49778854,17.25691565,70.00522802,29.20561374,43.76939296,10.48340217,31.60500351,64.34637853,29.61348517,43.14564425,20.69214381,35.52907285
