AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR
34.09556825,19.87941522,32.1920894,43.76324824,106.0230436,93.9648371,24.46980457,31.53264083,8.126173862,8.548856548,25.35587404,39.81471936,46.94317769,44.36728341,15.84587779,31.10325074,243.8766635,372.4410128,48.75528768,5.546157393,11.32281539,26.15197704,35.57160135,69.73476243,51.85879144,55.07806994,49.07874463,50.17703402,32.12957551,111.0510816,32.75563874,34.95174029,32.48639925,31.7652143,22.82807194
35.80432708,19.49503832,33.47728152,34.45821777,120.542591,115.8216579,24.74731059,33.73618172,15.72575061,16.82591491,22.58942528,39.77764212,49.52420469,47.7519706,15.57901268,38.74926837,254.3119197,381.6920293,53.31540641,8.98493253,10.90010807,26.35780602,29.96472278,89.88092321,58.598096,62.63506193,62.63877545,51.1444813,48.09982417,70.40385898,26.8160013,43.43402255,36.50724697,34.91388386,22.96168358
29.23982887,18.24392817,16.4695073,24.68201582,137.600602,125.3181931,18.88616253,38.15676827,12.45646138,14.05205499,20.62294339,37.74041115,47.00459765,42.86058125,12.94785508,34.19190527,257.9435013,379.448641,59.46801728,3.118446988,20.95987337,24.93044593,28.29835807,108.5601652,56.11683021,65.85014308,57.88825568,64.08039944,60.2287977,40.78995616,19.52579807,33.33589194,31.17007783,28.62548227,16.83726992
22.05766464,15.78335419,21.26644597,18.98966445,141.4016082,127.5562081,17.64152248,18.48747844,18.28027942,15.23880609,19.6942292,37.87841518,55.37162685,36.43984099,12.03390461,38.20128766,251.565503,352.0576755,58.99383299,6.114301948,21.63913965,23.20045355,16.05591685,119.5375367,56.30858514,68.87392551,64.92644295,67.32132511,51.50181214,29.71237258,21.13637207,22.89283348,9.870108367,24.92957373,15.74619441
19.26076998,14.29360237,17.72629626,13.3431602,142.0965717,136.1117779,14.01219809,33.47136477,15.35908158,16.57913582,24.24216652,38.04824675,42.49827489,43.67527224,11.78999648,32.72887958,251.0061708,338.2765984,67.8743113,6.432938562,18.34672249,23.35898889,20.16162618,138.0641241,57.69064864,89.43947898,71.82559441,62.62703529,61.41293321,24.8369209,0.256691671,25.30489518,24.72860358,23.54889266,17.14356987
22.25734785,14.49616137,19.59197766,17.73899624,143.526942,132.0523515,16.59193704,20.3760739,22.96772987,21.27037031,21.3124937,39.38780385,50.17115249,45.97579447,13.16682143,36.90965486,254.2752189,311.5174319,76.95162436,5.488473559,14.95669723,16.21531525,22.63241371,166.2536921,77.2531358,96.2214954,83.95786909,56.53618217,48.73963832,21.40864236,13.0955614,24.51694236,25.51995428,30.8196135,23.55805192
27.55106433,19.85415687,21.00594743,23.00463082,158.7524516,134.5361493,16.42664244,29.76904844,21.91097889,20.35590883,25.52411618,42.86381047,57.06053642,51.20755776,17.10134851,44.68742407,238.760511,307.9313902,77.0209484,4.368659668,4.850854119,20.04312555,27.33542112,184.9771893,63.11177909,93.55857489,82.83187922,37.1161905,31.11687341,38.69723093,30.3040224,26.85961355,31.55196743,25.13081756,25.71668204
21.11379127,14.40742826,20.94375175,15.25565092,169.7060631,155.4987848,21.49714531,33.2259376,10.08550182,11.20831002,31.36197572,42.86765496,50.69657245,55.64001248,12.08528697,36.17270869,246.4948642,338.8490672,78.20970625,10.43093523,7.318516225,32.75123506,31.30299902,193.3856623,66.82259658,95.99890704,83.884795,36.03769187,21.35409374,117.5374799,25.67438847,23.89397669,27.94787141,24.2556635,18.51682311
22.49788178,6.238976068,11.09765004,12.12452231,165.6533204,169.6791695,14.82579868,28.32804701,10.05065481,12.93683629,23.9697344,35.79463086,40.38935582,50.96486359,9.01911259,26.10707536,271.6097235,374.0370671,84.35832706,6.928565867,11.83995286,30.58018354,28.43187107,198.4304263,80.8448642,95.39947767,86.83224213,29.31924434,27.23505926,173.5390134,18.24214929,19.86970727,29.44063398,21.07679345,12.9349582
17.19280401,13.72196659,11.02458114,13.26390636,176.3182429,171.2224823,13.71896056,20.93940154,7.98139329,11.48326156,22.24772911,32.67787535,34.23737004,43.64164607,11.27559764,22.45770299,292.176925,356.5773425,86.44401091,6.355004974,17.9220568,30.82214754,21.77465765,205.9570262,96.7593593,97.40365999,84.91599324,56.98412993,41.13262018,180.2656886,14.98013096,22.54143007,25.05604229,17.48908487,16.28458784
14.81782929,11.57663661,11.51718647,13.51275672,178.8548171,176.0312139,10.19966807,22.60523661,11.23056295,7.306353768,16.41501163,28.45757347,18.63815745,27.93943461,11.45178426,13.21449659,287.8238436,321.0011661,90.73128189,0.858233271,7.587805262,26.90995147,13.08371534,217.3029562,85.47265557,110.0632638,79.1993309,58.28247644,42.62789758,127.4434934,13.07470222,18.41988831,24.70486794,16.80753909,6.566151237
18.18504654,12.20300838,8.12049231,15.42731493,184.8242322,174.8933609,13.38238623,29.60540393,21.85890168,10.88709009,16.17029854,29.76739166,20.10355269,27.34549205,13.14425199,19.11468791,290.9112967,317.8554141,90.10941735,3.134598849,22.29654009,27.71397587,12.2684591,237.972845,92.9412436,112.4838239,92.76119904,62.25734356,51.6093897,81.02274429,10.89802899,17.26969615,21.67499208,18.29131738,11.06929671
14.03344314,10.21236799,13.86892282,13.04459343,183.7343746,182.9413961,9.263102503,9.648252051,20.71779857,5.97102817,22.43373102,27.05324018,20.31153573,26.19311343,6.17568807,11.72142604,288.3242488,310.2050211,87.50730951,3.966616627,16.74889058,23.22998276,14.26381419,251.4067775,99.87623411,126.7000497,94.77306487,66.68027879,61.61323195,51.85101052,8.442038198,14.87735951,20.01662279,16.85402249,9.90216106
17.86949348,19.15259732,10.9519712,15.06153037,189.6342817,178.0742733,12.60277231,14.28024248,27.45968521,14.71250945,22.1720702,25.76112421,19.23125231,33.74475337,15.54897639,21.51097494,288.6393185,300.2568914,92.85434938,9.841231911,6.747201695,23.03062613,15.55884887,258.2896563,101.4559599,123.7545966,99.63832803,65.46435218,64.04526048,40.58664122,9.519829839,22.75496312,20.49737036,25.85439789,7.809413754
21.720393,19.59943677,7.053770695,17.0456758,181.7792752,191.7541785,16.93766093,36.43369427,28.36718907,17.0528339,18.86670423,24.9136589,23.60271534,32.51236915,10.49772359,26.87131362,281.6329867,307.6685443,88.4070698,9.067750488,12.64487756,24.87886043,19.71726494,253.7831204,85.36086907,127.4703066,98.06526062,62.69061905,50.17455243,30.91394409,20.57309609,14.78356231,24.0415612,20.5594178,15.6371178
15.1097001,13.47318359,3.308199901,8.605788174,167.931841,169.8394715,11.37483462,24.40182527,20.1235135,14.21774114,22.56701345,35.38498001,26.20720533,38.3330051,11.6133719,24.35391362,252.2070322,275.5663322,86.54523114,4.839596486,16.97304453,18.52150239,10.89765738,244.94688,100.8084706,114.7564095,102.3740696,24.98028414,24.48665474,23.24045534,27.08895705,15.47729583,13.08808593,15.59311561,12.4087368
18.88045145,15.03573603,10.17088118,9.190916619,189.2848057,195.5545344,12.2837633,16.90851962,9.479285303,9.861944244,22.02103611,34.47119199,21.05055101,39.06338257,7.873029208,22.65982095,285.423427,341.976638,97.74879813,4.637247202,11.35131359,22.79411586,16.43906723,241.1769527,112.4576912,113.0633314,102.1249478,16.96314068,15.72229083,63.00373676,41.74447867,17.14354733,16.7693633,10.26935419,8.238820643
17.42201142,12.36752433,10.41807957,6.370921072,189.2609083,206.6662199,9.615635089,17.68545795,3.702439349,11.64926208,16.11495116,32.5844001,19.54367019,34.27843803,5.666365407,14.58754475,302.6281926,385.0828861,107.7057851,1.958454953,22.35140674,24.91441031,12.00687017,231.0377949,113.6499182,103.1856062,100.5131746,18.98204414,16.38980449,126.0284887,30.05374805,12.55522618,14.44207794,13.81452784,10.08107092
14.0055114,7.620059622,0.665372844,6.775230262,224.4717721,187.73812,10.25961953,12.7000299,0.885618134,8.918554858,10.20099105,24.80610744,17.30985152,24.5352246,4.870454597,9.960866138,317.4850256,374.3695908,108.0608995,2.463262963,11.03805577,24.358621,5.494891514,213.9960748,102.9027065,93.79487088,85.12614118,27.84678622,18.83450477,177.0183101,18.99396786,7.750126834,14.65512859,12.96118055,9.296100118
10.7224213,9.632986541,11.59359739,7.863543981,219.3662675,198.6661813,13.45345534,18.82223177,3.269840966,11.92609853,16.22423723,27.2523687,14.91964711,26.12121806,5.864255733,13.09056622,301.243153,362.0952785,113.0915825,3.553592305,16.23634855,34.20613618,10.3812738,230.6053951,117.5707059,103.1854889,82.29347528,37.41722159,23.97050471,193.2144776,20.78985216,10.76995262,13.11177344,15.31217069,6.860781708
15.9336687,10.08706936,7.526954666,12.65979439,231.2677137,213.2673324,17.41913816,22.57606156,11.84727836,16.19207508,21.64957176,30.9717711,22.08921583,24.25092401,11.81512502,18.18853493,312.8109048,364.5084636,108.667499,6.404898926,18.52328991,33.56316871,12.77008505,245.2679489,107.9434625,111.3521962,84.6647641,51.07814554,33.95592887,200.2510815,22.42096863,15.64053223,16.46635572,11.01601339,12.25785029
11.44507147,10.62039749,9.150457744,13.02183638,220.0885974,181.0941616,12.96020902,19.59351379,17.04842924,20.89433339,18.41772283,34.33331121,29.13472156,29.65920469,8.032084899,15.55415767,276.8287498,332.9737607,101.5417281,5.223464294,14.44906857,25.64648855,11.68799427,252.9465626,106.061949,115.2988756,84.74408582,55.4616855,45.49277701,183.0276378,24.71926855,14.6666242,14.74637744,14.78321151,7.339261125
16.72528423,19.1897004,12.20769776,10.83565782,207.0627537,184.5101145,10.93223277,13.97691303,20.75587436,22.95023726,21.43107262,29.7422384,29.30608777,29.89480757,16.88653861,16.31383461,279.0010583,321.2915126,96.67365819,7.914421482,6.354280376,37.47551326,14.51151399,255.3789354,85.24829724,124.2767118,92.87880746,55.65477353,54.67908345,181.7129755,20.39337928,12.90873901,14.27363021,16.12219712,5.858844679
12.79547969,12.29852008,7.765917355,7.500310262,197.778901,187.1416022,11.31312787,18.27328106,24.30225034,17.65927696,18.87186538,28.16523045,18.34736432,22.65312319,6.717409494,16.52014756,270.4718364,319.4590881,91.31859562,4.29114619,6.748918815,16.75587954,10.271266,249.4033007,89.7876981,122.864327,95.53876622,54.05110842,47.77446122,106.8898608,13.59634238,15.57614916,9.352029367,10.84889245,8.625193665
10.34088806,11.59700066,12.05850039,8.120431306,189.1755009,171.0988315,9.899036729,12.33220582,21.65396929,14.74362304,16.85874441,28.53468045,23.01554147,30.68196643,9.118539228,8.577852611,276.6249574,312.3824138,93.18589868,5.974414648,14.23962065,20.92195055,5.899610629,236.8288409,93.40341971,115.8564398,88.36325681,68.73057807,55.89795472,61.79832299,17.92639448,11.93817918,9.048367375,11.43232825,7.855139153
12.36202037,8.936281813,1.721856342,1.727719191,192.960932,172.048531,7.436714773,25.11977593,19.7535237,11.08955716,13.16205175,23.2624042,14.91979202,17.36925978,4.474254458,9.054339937,291.0762826,333.6965413,90.74866712,4.319108097,11.18382081,20.25510942,2.703712568,243.1061737,90.8300552,119.405128,81.30796343,84.67480159,68.94706872,36.64004298,14.94466561,11.48508423,5.63862133,10.10318065,8.366084225
12.49161752,8.033751562,17.13586094,11.49781072,182.4934448,170.964584,10.82901765,12.71458545,25.93130784,18.73802681,14.22486079,32.2088384,15.28135444,22.51847662,15.02693164,15.19627961,278.4317107,314.2979895,100.4040896,3.059177149,15.10106822,20.80779272,8.644509964,246.0104631,98.69601407,126.1670772,90.98714777,66.95771992,61.17471006,26.63596438,15.21916642,12.02796909,8.358273578,8.690243201,9.301139026
13.20201154,11.60840136,5.538070351,2.825359014,162.5598128,159.3215768,8.129930128,26.73074265,21.67659743,13.10874189,17.9196722,25.19129971,10.31610669,13.08963495,8.951404902,6.95400476,264.8576805,311.4334912,86.38204837,4.919672611,19.19970078,20.40801013,8.47350371,238.2533351,100.3890924,127.6938328,83.24776782,79.78257132,69.82521111,20.28283388,14.06741123,8.745041485,7.130929813,6.757915264,9.461447825
12.1024429,10.65615942,11.26586291,1.759808423,162.7460172,150.1803928,12.89779388,20.87819326,16.70062376,17.9629695,13.53949139,24.59626594,7.986026846,13.51407201,12.1401284,9.785634876,258.8425797,296.3910311,87.98597593,6.798006909,15.04159151,18.15702237,2.887645709,230.8988182,107.096929,118.3051238,85.87515178,75.05046134,58.68176902,23.10363781,17.34940694,10.72584705,5.813196923,9.745663515,4.759697705
17.04377484,10.84967089,12.31838431,8.441698012,171.7824961,176.282525,12.926784,13.87481324,22.52363669,14.65776909,17.07604229,30.63686493,14.18086848,17.76250034,14.07983427,10.28817069,295.2886301,317.2318247,91.76370827,8.406152905,18.49273779,23.6321353,5.947158641,235.323711,98.51176825,109.0896505,96.22911329,50.97140437,39.06883852,18.61120405,36.01029288,9.093916631,4.792632262,7.54065062,6.128108465
10.42179225,8.378601843,9.948818891,3.084489371,165.6977496,163.4059867,10.19106239,17.03853245,15.93943844,7.578956025,13.27743647,22.67676088,9.209962882,15.6460355,7.828843681,6.773504556,295.634269,309.0946685,89.94280846,4.567895013,10.41581038,19.05010037,7.056573833,219.3949019,98.93171298,103.8376785,87.4699956,33.91246154,23.18396936,31.6167226,50.08116181,8.355312126,0.92004279,7.468032068,7.013331258
16.50664675,8.56041248,6.572414181,11.5757054,183.3174958,172.135795,11.20869347,25.92801665,13.87607208,9.563921164,13.81057089,24.76016934,8.184284223,18.13678466,10.0939651,8.565901975,322.3575373,352.281604,104.1840841,7.087552998,11.48887101,19.67200355,12.24961268,226.5965315,92.83614991,95.33511405,88.25846006,24.29433228,17.67686947,74.76035414,68.95864982,8.940522954,1.678226525,9.292917229,7.848864437
12.38797032,12.1517838,14.80215873,21.05490488,216.5159751,200.8354333,11.3882204,27.28186355,3.348809709,14.87154098,20.05636833,24.28797768,9.060880148,17.10043428,8.397841663,8.885104812,315.8031908,347.5957726,106.0407238,9.137223572,18.38784049,26.654997,9.045305488,228.5581955,97.17507364,101.0724521,84.51069253,24.7773123,16.54350777,116.379488,73.20944106,16.48502735,4.691423729,10.82024942,9.459595077
