AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,OLLL,OLLR,OLQDL,OLQVR,RIBL,RIBR,RID,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDVL,SMDVR,URYDL,URYDR,URYVL
54.59110052,82.90382949,22.52914756,25.7576085,271.4413071,238.2998213,12.63011543,72.60097991,35.51856091,72.26330069,55.92405733,63.14887765,22.46455903,23.50874643,130.9901348,353.4270337,167.6923729,110.7106726,167.2684709,260.4852508,74.23733951,87.72798441,165.9524869,35.90904904,92.52087784,151.3110393,8.399996265,36.45076756,103.2809866
40.53254786,79.06857533,17.42386772,18.74976254,251.7258436,236.7721028,8.969057801,64.14904927,32.82023551,52.75941796,45.75454387,62.41210467,19.92578312,26.06520492,107.1808718,335.2934654,179.148179,98.13949709,176.9593115,245.8892512,64.11859498,72.37594342,144.9291443,24.31919222,92.57308147,148.8662948,6.801395486,32.52094837,99.42045143
40.79327712,82.84007039,20.31495942,25.6821265,250.0420718,223.0819792,14.85609738,63.86529625,31.86117662,51.24993674,50.90886503,58.39633378,19.91240168,23.07032712,113.8214653,339.5298956,180.370722,101.0060573,178.5385967,255.6556772,62.63035884,67.04148751,133.9762398,29.04990277,98.41049011,157.0965619,3.901551516,37.14651536,94.15487608
43.59474204,77.05966402,14.64022772,17.6942569,238.919451,213.7007389,11.55664994,64.63498808,38.427864,54.10743173,42.10968983,59.0432856,15.40184854,29.32250484,118.7077586,296.3422444,166.7757649,112.974557,187.5742069,251.0023674,60.64947305,66.33769349,135.4035809,37.34968239,110.6521716,155.266803,6.76675967,34.8978763,99.5437354
45.60494546,67.44499436,11.52563065,18.77901444,271.0077893,217.1821331,16.32400102,66.21648506,32.72538072,46.75377701,42.9787865,57.26513529,11.89550135,14.12706384,125.8585892,321.4286032,169.9240014,94.34192692,191.4610468,260.1155896,56.55938253,71.66075192,132.9907408,35.04649892,110.9713896,195.7028759,13.48678125,32.09248786,109.4431966
47.34942518,71.51516285,23.56508117,29.28627648,264.9456388,241.514842,10.46771074,80.14192637,39.29731372,53.07646135,45.52729358,61.32264844,15.23204723,22.68551604,125.0947067,319.5064525,180.0513238,91.50094605,172.177222,252.6429784,70.52785905,67.01622518,138.9719439,45.54131152,103.2913928,196.5992565,3.368164651,44.26185209,104.6202125
48.96195197,68.46912214,16.83021775,23.06816684,264.709623,218.6571488,14.3086057,63.14264694,38.36873464,71.8653622,50.13374964,53.94166638,16.58655521,20.50602069,113.2899819,317.3289206,167.7650735,70.98037585,144.6311853,274.625994,72.29201552,65.09493566,133.0800666,42.82248799,100.1623616,182.8091564,6.564550645,30.70794246,106.3761455
51.47956297,65.16586716,16.17494433,19.02421463,235.771748,223.2891409,18.18308527,70.65148884,31.90720006,50.11744143,49.95299859,54.43502398,18.81605556,27.99122009,110.2064099,312.0161746,158.2312775,78.89464896,109.6123634,252.7355899,69.87744773,75.14820665,135.5485899,32.14776759,113.1642893,197.9056363,6.822893627,35.02114195,98.9216992
52.94485018,89.56692913,29.77364282,21.66643335,234.7692346,224.7557553,16.38892307,79.84359745,45.11272184,61.85821692,57.48777248,74.14786661,27.12053064,34.51511361,124.7187496,290.6881257,172.1280914,69.1922588,97.25036162,271.6744111,68.272128,72.26865968,127.2099314,36.68220998,102.5087667,182.8198912,17.76112187,42.02207125,104.7969422
49.73651279,83.70497227,17.22213405,26.28685082,222.0576526,209.4623711,9.206603024,65.43828384,38.87973006,37.38683162,46.55338585,58.70960703,23.59795178,18.49583901,120.5201145,283.365567,150.1331339,52.0044354,103.9108727,250.435831,66.89901703,63.49637793,118.5483125,26.32079785,100.4032622,156.149178,7.68935764,40.00747745,117.7962084
52.16612572,82.73019615,9.459451325,15.44929107,181.2518177,165.6413994,12.64576638,42.01429476,42.6505907,43.84767503,44.24569971,47.18010612,16.10093133,11.90338358,100.0856748,247.972254,122.680163,35.19518359,74.83165431,241.7855095,56.16998362,59.2146073,102.5853624,26.87118887,79.43607471,108.0872045,5.347130817,35.63792832,86.03564255
52.73253511,92.15925886,17.97545147,22.49114975,144.3483796,148.3873237,8.396649824,51.06501771,49.48887773,64.78581885,44.96399164,58.3402181,21.48801335,21.15204302,97.99570104,216.3077304,110.3745823,55.74167033,95.35386052,234.0947589,65.21908509,54.71117157,101.1137025,21.56313255,82.62033647,97.64796173,1.01703108,33.95103055,82.27803552
64.43502967,109.9663069,25.58527264,24.47804658,147.7579464,134.247389,13.75549621,52.72989724,51.55060174,63.71609088,60.27301568,64.99841036,28.5340292,21.48314198,106.3589908,186.6366602,100.8360439,74.82613877,113.716821,221.9769631,68.46080538,63.97459151,100.3777803,25.31500733,82.52630952,102.3195399,6.336693877,34.95977466,103.6685222
70.45101673,129.0205426,26.02126885,27.84153427,137.9113752,130.3902407,10.078365,51.45554064,51.09412706,62.58517232,60.55721076,69.2121411,31.96646079,32.2153346,109.1201239,184.543192,90.87181573,82.48544741,124.2172841,227.4947122,61.64693648,55.02323901,101.5145388,25.73532617,80.47812894,87.22066027,12.4679185,34.47730934,103.3605155
82.34016173,184.4864465,20.04151361,18.33091403,116.0660149,114.1498824,8.210855606,47.72001053,49.30086734,61.66382923,60.53272288,71.52634539,28.08581505,24.92129814,90.74970301,165.941245,81.95425113,80.0049601,129.3865611,194.0232843,61.5274334,52.15755412,82.73762902,28.84741527,67.76024471,72.67023604,18.42334977,30.88025822,92.26257652
102.6800762,219.8373914,22.70571139,20.14376516,105.8526071,98.09824249,15.00163416,34.9386706,55.03581064,62.06978031,54.91584917,67.66898914,27.13589836,40.45654267,88.636536,139.4945798,78.14312783,75.53236634,93.18877209,225.6444225,61.76811469,60.60877916,71.90071894,44.4620616,56.78052542,59.34036153,11.03413145,40.55949147,90.86329828
104.3961049,301.2296682,21.93261138,22.81920549,94.08654835,81.58104829,15.75353883,29.73989231,51.75409149,61.80153446,53.66725239,73.38670154,31.58486922,34.98799775,81.00790856,113.2519069,75.49390005,66.80821941,98.5046039,201.5764147,49.5092589,53.53208911,51.95932832,40.58576003,51.52785187,47.48449121,15.37235434,31.92246899,84.66914579
127.7341015,320.5621665,36.75613079,24.86440459,82.9211101,74.45922525,14.48421589,36.17114074,44.2756059,61.41428391,60.29849777,68.96811413,31.21398347,34.36382514,75.67938541,101.696685,63.76292457,72.39714074,80.66637917,196.4177795,55.42317774,72.30099876,52.95464456,38.92215334,61.36363304,42.23092902,11.04648768,40.31972953,84.30609353
128.6264915,339.4419601,31.23899326,18.83346886,72.65218721,71.46258815,15.1602452,46.69318999,47.48251294,57.17852135,62.30839978,83.36805256,35.37243666,41.04699439,74.86583945,98.66260801,62.91133291,73.8869476,98.58401992,199.040075,63.96686514,66.66788318,47.8423048,34.46177031,50.08003516,41.73111512,15.78160292,40.39515748,87.87927591
149.2508333,339.2366998,81.31920213,41.68458107,60.42851087,56.59633938,37.52868234,26.86623613,41.33914149,65.47777471,58.10675295,68.99329022,38.38159909,42.53671365,49.96479993,74.63143066,52.00826339,61.6729848,97.34448953,165.4567237,51.3890569,56.27292813,36.96652381,38.47518166,43.90241955,32.08989487,18.17641251,35.94095848,73.20684953
159.9231207,349.680919,247.514235,202.2194947,56.83757139,60.39644295,93.79159904,40.84682135,51.42903352,46.19969473,67.4525654,76.69102662,44.34654439,47.39947812,61.33966592,51.88695342,48.90670148,62.55786256,92.53336072,179.6939528,59.7053754,63.68384082,37.33998029,44.66819849,47.07445572,33.92594273,36.79680651,42.62087853,74.88258093
161.4675273,316.2509642,345.6042579,367.4068162,54.65260299,45.98858187,126.0858434,43.00980822,41.28347123,59.75120955,60.36574727,79.83840721,43.49067226,46.06029564,60.7449687,51.98836088,46.94375699,45.95884295,60.77323786,164.5059788,54.49437424,74.77289248,27.6978753,43.6894331,42.90859536,32.93301468,44.71065628,47.59055776,73.12875859
148.1077213,278.1129511,335.4481091,393.1670536,39.55334084,32.1872066,145.8948236,57.88265621,25.58109714,46.24448127,61.17545995,73.97730145,38.77145458,41.20172424,29.11715398,35.70263811,46.42333063,46.65001403,56.49351708,147.2601402,46.26209563,65.09424268,27.39643402,47.775245,34.2971941,22.47598748,34.80100241,42.07698227,44.5969841
155.8613222,272.6957361,346.4364585,408.0453905,37.35330559,23.57172974,151.6448607,55.0422176,25.06295855,36.87209873,62.53856859,65.20975444,38.68713156,44.54219065,35.10705402,20.86809932,40.65438035,25.91074118,47.52779104,161.5535025,42.58549379,65.78645155,25.94998586,28.57473452,24.78897166,22.44786524,30.05756585,36.63418174,45.27002845
183.8193544,263.9737278,363.6742883,414.3027462,37.49642492,31.20994615,162.9060834,53.48516982,27.41145791,42.91256265,54.21999573,74.12473899,45.15799195,52.33518665,31.95400433,23.59288722,45.46753854,28.23463878,50.05881407,219.6609426,40.78003444,67.93383047,20.53289464,28.88270077,22.17669066,24.45418014,44.77009931,36.21325927,54.19552598
203.8955054,301.6527185,378.803829,436.7789893,36.72295575,28.98637196,185.8897188,78.01035745,34.73112724,49.76631518,61.73086625,84.16451245,50.58054274,61.40403434,39.35736037,25.7791133,52.11885693,25.76483284,43.46292685,260.8616636,44.79839787,78.23642484,37.5224782,25.86794517,29.33456294,25.77065979,45.99803206,51.31551971,57.66825751
208.0893373,302.0557336,379.5280889,434.5119496,39.46047718,21.23856979,192.7011699,82.5710625,31.5635053,42.47345421,60.33907023,89.22711097,60.22491985,61.94640472,32.90104057,24.50287864,41.36436005,26.50774254,41.24818116,214.5736391,38.79651912,73.62628593,30.27686855,37.60166889,19.328248,20.91348443,47.70561564,48.79904858,48.36102165
212.1216915,320.5294482,340.0989385,392.7702058,34.85017605,22.18339645,201.6267482,87.1960361,32.8220543,58.61721201,59.91500285,77.9073484,52.59378131,68.34552092,31.62527948,14.23766443,38.29654712,24.8851884,44.51253921,211.9218061,33.3977027,72.96320457,30.47801392,28.50825201,31.44101647,30.46172171,52.04852303,47.13997311,53.29976209
214.887347,315.1314406,353.1231994,407.069446,34.79143938,20.56322631,196.1732279,89.01576493,40.24068463,52.30686955,64.57649287,91.61586939,49.4914406,68.89153798,23.06757384,16.74473441,41.72972151,26.08055449,41.73632116,199.7585244,33.42120631,83.07437112,28.52077479,25.47143953,27.96591912,17.7795029,59.12794916,59.22919317,47.11950682
204.0873093,307.7483653,372.3739864,407.1900623,30.84910704,22.94974597,208.8492352,87.30174899,35.08477052,44.89225816,67.36537954,81.25125692,57.37488189,65.38799749,29.11753019,16.61635412,41.07346929,19.76517288,38.15508491,210.9848999,32.69104741,86.21587577,29.03273496,24.50412858,27.02758696,16.33678086,59.84988711,57.5062802,35.8226944
217.0836114,328.2754131,360.1692081,386.9685487,41.38077119,17.37470359,204.3127959,104.9869196,42.62119067,45.53332618,63.87153557,85.90356961,57.67707293,70.26078712,31.63612744,19.21750752,46.19412271,28.1008119,52.58001956,191.6411355,39.06670415,79.10937697,32.94816669,42.88600412,31.42690276,29.72899663,61.62715859,52.02707628,49.93110188
205.5906034,310.7172994,345.1345705,358.0342641,30.81356723,19.96436757,204.5655196,93.61870331,49.39373539,54.85685216,67.02162112,78.32106083,52.0214412,62.03891271,16.47530258,13.06168661,39.90089499,19.42419377,48.99390048,164.1359186,42.49629879,72.63450038,24.55906827,25.4692612,28.40860062,23.10035995,55.43745886,52.77085438,27.26176095
210.0414496,312.6884101,311.9888655,384.6371878,33.76510702,11.94657711,194.5287342,81.10932908,53.4363823,43.71872301,68.59185954,73.58606875,48.66025485,61.3629308,23.88462935,6.93239224,39.35831724,11.82927925,42.90295437,167.1740294,32.07108928,66.92303001,25.53622254,18.4363308,19.90876052,19.04396155,49.42669033,53.90878751,42.04565944
188.2362117,294.7345816,309.2978576,392.7272727,35.64166402,17.85357248,180.4365925,76.36491312,39.89868089,46.3107767,63.66492867,76.19287302,54.74564153,62.91887877,29.36334055,16.38724487,38.60342525,20.36475364,42.32864252,166.6849179,32.98430051,67.08576729,24.67805202,13.98823468,25.04246191,21.28467198,56.37314398,56.33771107,42.1520795
205.7767676,321.1408709,314.5244577,360.4140822,38.98448693,17.52240666,189.194857,107.3183543,41.78746679,41.16878125,63.83460678,82.16577735,57.03371187,61.82745305,20.90438631,22.47892923,43.9770836,27.35209706,45.94246129,192.5095435,37.26131296,80.12185109,29.56526169,12.30551572,32.42256111,30.26803603,63.39943517,63.55055543,53.90330533
202.5768014,323.3885325,332.1869691,374.6250407,34.4844226,19.19432667,184.8269382,112.3882709,35.34109967,31.05363821,67.30249658,82.51005391,54.01511643,69.35496823,14.98810514,17.40243828,47.65163231,19.74187177,56.34803386,172.8689583,41.15447336,79.24410066,27.12317289,17.35385052,29.89688927,26.16200268,59.35576021,58.65075351,53.01829162
206.3115179,315.4164135,328.1372944,376.8698603,36.48551234,27.56079908,186.1501827,99.25388613,41.8766135,41.2708488,72.83486914,80.90901162,60.41878302,77.41519706,20.51160489,15.25595331,50.25758266,30.17762983,48.23867999,180.3241145,39.6295533,84.72167618,37.79520374,16.86950503,29.8900325,20.52472553,62.12733279,64.68796974,38.46299189
213.5707512,319.5612455,322.4270209,387.8640326,45.10046958,18.19033438,189.3261921,112.346616,39.52664249,43.87224692,71.5559874,87.82888405,63.17151237,79.64667174,26.59836121,19.87780568,45.04646746,29.50920403,43.46563744,210.1894878,48.94042237,89.37186122,37.6867574,21.88590811,36.71485362,25.20775874,57.62497196,63.89430831,43.93841396
205.4763476,307.566612,324.068804,362.8286151,35.91338699,17.56155254,188.894682,121.7521643,34.70287818,30.05536736,72.3503922,82.33101002,56.28507937,75.76012487,20.19221008,22.25130848,46.3448607,29.45082122,54.79510744,178.6380323,47.85473138,79.22934753,28.96854237,10.56108273,32.16346766,29.47071704,56.94701349,61.5134542,50.86798613
211.1315551,293.8368325,301.4045569,363.7415808,36.80985122,17.98306316,177.4710073,102.791982,36.40363831,34.24476352,64.57139121,76.87419328,51.70132651,70.62630122,16.16682769,19.09755315,41.87477873,22.83179583,49.01816151,176.6215217,51.08230207,68.1576586,25.96583763,8.594016914,25.38640367,23.91870064,58.44774652,56.5751719,34.4756947
211.0838174,324.7044184,334.2690573,408.4276159,48.08774463,28.21171732,189.2723411,109.1293073,51.63239658,44.59517126,78.19801428,85.54970386,66.02444798,77.68698058,27.16592674,21.06017818,48.72971497,28.65926766,50.98051964,189.7896639,57.06549166,82.88277741,32.55465138,18.16644814,30.9418428,24.90049032,64.47976302,70.41554272,54.78372556
208.7974164,304.371469,306.1002221,359.2836681,32.27911586,20.04875571,181.7452753,105.561246,35.21233228,29.81549771,65.78988585,71.65826586,55.98269385,68.2193967,16.94823153,19.75721579,45.47524608,31.01139203,50.06217312,195.481251,52.83794678,74.3774564,30.40873267,15.29499473,27.57642036,29.32745931,64.51628221,57.18792427,45.37096056
192.0010141,301.630097,287.7060318,362.7641514,47.00292491,11.34128391,176.6733478,110.8742925,36.37193143,30.4386861,60.43251373,82.09776173,46.49676613,64.15605256,20.69221061,20.15685839,44.30932846,31.67630701,53.70542024,170.9493713,44.80474961,78.73098787,32.20807651,13.32192193,32.85635371,22.52866928,56.18124923,57.41526328,49.75364717
189.1784746,289.6432339,276.9748737,343.4478693,32.95881585,7.7868696,167.6220314,97.94824195,34.79254581,30.68328436,66.26876487,80.06716212,53.59960909,72.39766839,27.1725277,13.34291544,43.20293504,25.7198115,50.20634584,163.0970499,47.24224946,76.37705066,37.18048579,8.510323957,28.47351591,19.91727911,62.90387087,49.37379305,56.4272191
186.5547422,293.3022224,306.3594476,358.8404309,36.36304845,17.56711409,170.5389423,106.4569351,42.86471678,50.08905186,68.255529,79.19202633,55.36723402,72.76483437,22.04833005,19.6090465,43.14615142,23.11427534,49.42619227,201.8371356,53.66378524,73.2113266,30.52655161,13.68769044,30.3543426,28.69939989,69.28689688,54.11274664,53.7387713
190.9276902,294.7819512,276.2478319,336.4500577,36.03014944,24.64648641,189.0381679,119.5147342,36.9058183,43.11470282,67.53073127,78.37277017,54.1658269,66.84245306,22.1987642,22.47669589,39.05787894,25.70634973,43.5138142,193.6069239,50.25048648,66.03666708,36.26102671,11.93058356,27.07260722,26.20859923,68.06458537,59.31722905,44.98752248
192.9313771,302.0200315,277.8676358,329.6749136,36.89374418,17.38471736,190.4551552,113.6409887,34.98263466,41.10197781,72.58245454,79.70226553,57.30249169,74.28763937,28.47659181,20.75096019,41.93556856,20.84081306,39.81839062,225.1907418,44.63395698,71.67047022,32.53466305,14.44282385,28.92937424,19.60661246,61.63457922,60.66449806,54.44888473
164.3278999,272.0310311,242.6803807,348.5328593,36.08730164,12.00153503,169.694512,100.4005969,29.2831954,44.68281483,62.40363636,71.4135733,54.19277756,59.93887496,10.36722034,15.06586785,32.38072802,20.84768621,34.85056569,196.1908247,35.84361213,53.90018018,20.45608407,8.935235674,22.2451404,14.62337421,56.45959194,54.20214557,39.0944554
182.2609435,283.6908668,272.6613471,361.0734672,40.61042209,19.08280529,203.2547886,113.3889315,47.96186714,57.15557884,67.44077813,77.75660761,54.04683259,75.82542093,28.21136659,16.26225871,46.64408958,26.89987472,48.20439185,202.5056564,48.50305344,62.23530704,34.11371747,21.47451855,34.78179252,29.55954579,74.0152389,63.61919992,46.05183273
161.1343202,278.0904323,237.5004173,373.2592165,21.5812645,13.89919402,183.1676877,103.0410994,30.12343028,49.79403006,47.83235659,69.12329074,39.77364567,49.82850572,22.41155034,15.4276401,35.51312555,29.05999378,38.66957585,185.4482919,35.17216317,67.14202443,20.33157549,10.6606624,29.50645756,26.33521155,44.40807823,60.55599936,37.27163462
173.3952752,291.2531346,253.0940377,352.9739531,41.4499847,11.67231431,179.5095398,120.0244949,37.25014618,40.45845768,66.40766918,77.80789027,54.24120416,71.03460603,25.60927523,19.65957087,43.17876708,25.91587108,49.88985511,225.8110291,40.82553066,77.57821922,32.49854628,39.43033457,31.48980456,19.85544141,55.46335285,56.30712236,37.71626796
168.2661236,267.4115014,254.1155782,343.2700857,36.69516539,13.09452916,176.7277151,117.6101978,47.18344969,44.93836656,64.21996037,67.15704341,48.54882534,61.65091639,21.15390525,16.02357733,40.46976141,26.07903685,42.2969762,204.1596641,35.85489195,80.90333795,38.75935592,26.69081147,36.16059159,20.98369816,63.91986836,49.49249593,38.04458566
171.0824437,276.8924926,240.8013832,354.1443607,38.65586577,13.84312686,173.3303672,102.4903251,46.59745056,48.98637857,57.51506535,68.23647127,43.27932553,59.59863261,24.86707436,21.61971583,44.19179205,21.07452306,45.92853519,215.9481588,37.64272303,85.38437571,22.81879432,39.50565019,35.45011349,14.48601671,63.42120306,58.64039112,44.17418774
178.8167015,272.6685626,243.4545601,330.1181329,26.68376774,6.248057702,155.8062989,116.1242246,40.45942057,48.05772954,50.36405185,55.51049408,39.08164258,52.01252291,23.0803606,11.95169996,35.79176866,17.54436173,46.83970557,244.5957295,34.50188994,79.54956538,24.12569923,34.41042453,16.77019138,28.30248114,59.44921113,51.13749942,43.67974366
174.3605949,255.4754439,228.0303091,348.0824624,39.98229578,9.598560364,154.5520225,101.936773,35.75625138,39.22589206,54.77643425,61.87610322,50.01463443,55.22570331,17.87271715,12.68209593,38.18421094,11.90885456,39.34979881,213.1108713,30.89970019,79.86186882,25.50907944,36.56883107,25.88319714,22.71162233,58.73050895,49.78888528,35.2104865
163.334103,272.1519645,204.8229069,309.6213176,42.40526953,10.98494049,153.3771317,99.78862573,49.79952486,37.06287601,56.29925904,63.09080683,54.28349875,62.63754798,21.48299568,26.39881635,37.76780069,18.79680977,38.12546232,236.1876405,31.91728028,85.73008141,34.47946234,31.08083805,31.62711667,23.73130437,64.53207909,57.90806754,44.50129279
174.423377,280.24237,225.1970487,325.0643071,39.66830722,13.26843427,135.3493222,117.1455866,32.84400853,27.49851325,58.75856245,56.40661877,46.88079459,57.61579872,14.40221989,17.31648662,42.45239744,29.28819456,46.85789972,222.4543654,37.89119486,70.43777735,26.22453083,38.48987399,28.79838891,22.36562005,50.32382522,58.64974047,46.49523118
165.2758908,259.4531604,222.8491069,318.6096897,45.55523175,13.09222101,127.9618192,130.6739117,25.17369873,18.60878037,52.27867337,57.05226935,36.46318315,50.53070584,13.52339733,16.666859,41.30694705,35.06281428,95.90260334,196.6676371,44.80184827,85.77745458,23.33198305,48.21441461,34.62040656,39.14147343,55.96153918,50.70672869,37.02829677
183.338366,271.3398776,220.7316212,316.4583296,41.63953242,12.0237126,123.8335228,123.0752406,34.90669995,25.19591146,52.87876064,57.37316504,41.10122189,49.55949643,31.22426,17.96941803,43.32139217,38.9012178,100.9851863,209.3403576,43.52454722,89.71389034,32.79161998,46.53584441,38.04105398,34.37382226,49.55067698,58.79276306,50.80719041
186.7239169,287.6458808,224.8494751,315.6996653,46.31401226,15.81435324,129.504418,105.443582,32.5952123,31.93677721,55.37160801,62.24985541,46.36008275,48.39087791,26.1608388,15.90628251,42.04947706,27.75037404,83.55280291,227.7753948,47.46843854,97.97959565,27.33376941,59.08248137,33.02687602,34.09013277,63.98416826,66.67818702,42.50739583
190.8696985,286.1272733,218.7903604,335.6137408,34.79274233,14.01184086,135.7645223,104.4405204,36.60793548,34.02853112,63.540099,61.83857166,48.83900355,54.3309092,28.5839144,19.14446305,38.18275281,31.59026157,78.88276275,252.0973951,44.10647446,89.55366732,24.97496492,64.43877643,37.74237513,20.82443399,65.29698329,66.24642596,45.53326754
179.6870671,272.5261896,227.1392074,314.5870303,43.19897609,12.51317592,148.0562918,99.19217055,40.04148949,31.80893032,56.4939135,59.38501117,44.78185283,56.56205954,29.84560203,22.31562146,40.16252135,29.12037963,62.08281961,219.9501883,48.94360462,94.48494723,33.78458463,51.3625057,32.0782069,26.38117544,68.51062465,63.89272945,48.5136073
158.7568289,238.1510486,227.9894891,315.9929888,47.00601205,14.30473332,142.2596783,111.184628,26.66633806,27.8359208,50.70210811,50.31830723,41.49170553,41.03026044,19.53305113,16.08311441,36.88960586,30.03580857,69.15719367,214.6321933,51.90632861,88.78926488,35.18739174,52.54331704,36.75166602,20.8873975,62.44257101,63.13304024,45.04707233
163.4868854,229.58168,228.1357732,305.9025886,38.16478033,12.44377689,129.2275291,110.0905847,26.40423491,20.02066848,49.30366323,46.76268817,43.78119954,53.17828986,16.47458407,16.23288879,36.25369726,25.43890734,80.54567303,196.6682731,55.51848657,81.00848172,28.48825892,22.97239271,26.49384377,25.40300681,53.73922207,56.72723584,41.4597449
182.1251728,246.7687728,232.4697293,318.2715862,48.11233846,13.12300344,141.9432505,120.8005916,37.34698263,44.93170632,57.41862865,59.15617255,41.62334021,63.96275217,35.24099029,17.83281405,43.44172619,30.76197112,80.5681965,201.2130787,60.8653309,81.11536864,31.29735794,27.34312803,35.88830888,28.55484975,61.97549886,65.75630348,51.66979362
185.0489109,272.3658911,234.1031036,309.5100139,46.96510624,15.26434234,145.5364452,116.8887118,41.77987936,36.40975959,54.50137891,52.38744871,47.21801352,60.21682405,22.50051315,26.20208923,43.99553058,36.34573762,68.80393059,201.8368744,57.68647844,85.554114,29.38413365,25.20716044,29.55541829,32.38360303,66.36749183,63.10056955,45.7744119
172.6503802,241.7422925,202.0452115,311.5571997,34.40399714,11.89058827,130.4876001,111.3079404,33.93258014,32.51917569,47.50369218,59.36187822,43.76572562,55.38059823,25.52237163,11.51457506,38.14960136,31.54125139,78.7127603,180.5891253,47.24391501,61.06496395,27.4687885,20.98393086,25.35464564,33.75900753,57.77838465,76.71852526,34.10021452
168.5053417,234.3718915,207.7622774,280.8468331,38.07262879,6.731162284,128.5736746,97.34273792,41.89471803,33.59461451,51.16719313,62.3707632,47.01995764,46.44201151,17.20832842,15.33317261,30.75603983,26.56952642,66.65172064,177.2365108,42.94995771,83.17883949,24.24612487,26.05683381,31.64546191,21.94793276,52.38945649,63.89341771,41.05131395
163.4591189,227.9773249,210.7850823,274.4033039,31.42070533,0,128.1882475,94.59428367,33.12592771,43.6661059,48.98219643,50.93732718,39.66661045,46.16449749,21.67931139,15.38640366,26.76341607,18.34842447,54.54985657,182.0319158,39.83903962,72.59356834,24.06017829,19.18084741,24.19596218,19.61069161,50.00604784,59.49266761,36.94212987
173.8547298,252.2752188,193.2533029,292.9974345,45.52719458,7.703194758,132.8713647,100.0044287,36.75123906,46.02496403,54.92196149,60.29915318,55.82451683,53.20034888,10.34018468,17.16669976,43.62533123,21.32800866,60.35347654,176.2781146,44.72750406,85.93541133,21.14612625,32.85796248,41.96133823,19.43490591,58.02265977,62.35721176,46.66178425
168.9199074,245.7203578,212.7432586,303.026106,35.93267114,9.759183735,139.461298,106.9025214,42.58381704,39.8319297,56.08217597,59.39138988,52.82900097,55.66670146,21.42258802,23.19298126,40.475274,29.51030785,50.47432144,183.9776633,45.68910642,82.13372708,30.55631578,38.23110326,35.29831309,24.23423853,58.11766703,66.55200047,41.25494653
146.1931817,217.1227547,207.2975829,288.6034676,35.87624068,3.716023329,143.9059661,97.2344175,35.84338327,39.42462578,48.50139296,55.19298687,51.01201604,46.06221673,19.28278618,14.73064286,39.06868664,16.64525047,47.6639862,221.7228918,37.41017569,80.14445478,15.87295733,33.96013835,31.54084102,22.31936445,55.59298646,63.316396,51.53746641
138.9471908,194.1086798,195.6139804,264.7039383,32.74072968,6.083010916,126.8744681,84.37284484,32.74306159,37.86265575,45.82241937,51.67174785,48.36031775,49.32598308,13.65631449,12.82873107,30.93062126,14.62696624,40.99387021,225.9282855,33.3912115,75.71913562,13.34057765,30.03484648,25.69737019,21.50277059,49.14898202,57.20819569,34.87024201
136.5632339,204.9485753,233.0057226,292.6356116,35.19616595,5.371198833,145.6727132,99.9617596,23.93868747,32.45043959,45.44355445,55.02618489,51.99967329,53.20545577,24.7215828,16.8998262,38.21424664,15.12544468,43.86135877,214.6198043,32.92371262,88.94349863,27.88991294,28.19245555,31.54971814,27.51913134,51.93117106,71.56178994,49.15630769
140.6829043,213.7635888,229.8382142,283.2726064,41.26802355,13.99156273,131.4940389,127.6624809,21.87876703,27.65970963,43.29316548,53.46827919,52.05288644,47.35100654,27.0958482,11.69710164,39.33854289,19.72246469,54.90389037,190.5557166,42.60831265,95.65559169,23.8557221,22.40542895,32.1599554,26.83587855,48.94191283,65.83269613,60.19842545
158.1962064,208.7718749,229.7544697,281.0065087,35.27865434,8.956924434,145.6469184,116.423496,28.94443857,18.97950498,44.39215408,55.28716476,44.2650759,51.40564789,22.70969991,19.21678129,43.55793957,24.34170613,57.735239,179.4966662,42.84774306,87.1092339,24.71758107,28.92374668,36.5451544,32.60586554,56.01326155,55.38952799,51.2750753
148.1012817,225.6247602,201.4011607,256.5224481,32.85814,13.1758787,128.4861648,104.4935031,26.7312719,28.87475351,39.95837545,51.39160497,46.31337978,46.97867319,17.41806553,20.37626168,34.10784485,16.20454417,54.62589059,161.2445403,39.25869752,86.49473119,21.4248144,23.30114596,34.32602561,26.84456033,42.00991159,52.02397989,51.82477878
136.2751703,226.2733496,213.9887782,297.8162461,46.17735358,11.62020531,137.5827696,107.0603675,26.5049156,41.04412406,56.01880942,54.48364432,56.91949822,44.6075441,28.80352038,17.71240405,40.43972361,20.44332008,54.87849039,189.206872,44.95133763,95.77624322,25.16722074,46.8467958,36.59604295,27.44067575,50.43257559,57.48106386,61.50413606
118.5666039,235.1014407,236.6820483,285.4402971,50.25592796,12.62741062,140.2931087,127.6946646,21.76130451,24.97151904,41.55019242,50.02558496,39.54235565,49.09433378,20.8779898,15.19429029,41.46608113,20.32123288,50.83823801,192.331522,47.29957234,100.1231492,26.82897123,30.83444855,33.31560193,33.00098307,51.81683715,59.33820207,55.47760251
104.3087269,279.9099767,221.0424214,286.2257789,62.35595718,8.38579698,129.1913169,134.7007865,21.42714508,21.68392318,43.30831279,53.04726367,38.94623359,51.51017893,23.47238028,21.13750339,42.72786284,27.73818172,69.19122152,197.3674434,61.64160406,105.2270929,33.5910456,31.89733808,39.45892048,51.846904,45.64950178,65.76520766,52.63782316
